lyrics,Singer,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,Song name,speechiness,tempo,track_href,valence
"करेजा, करेजा, करेजा, करेजा, करेजा, करेजा, करेजा
करेजा, करेजा, करेजा, करेजा, करेजा, करेजा, करेजा
करेजा, करेजा, करेजा, करे

Baby, जो भी तू कर रही है ना
वो करेजा, करेजा, करेजा, करेजा, करेजा, करेजा, करेजा
करेजा, करेजा, करेजा, करेजा
रुक मत
वो करेजा, करेजा, करेजा, करेजा, करेजा, करेजा, करेजा
करेजा, करेजा, करेजा, करेजा, करेजा, करेजा, करेजा

हिल-डुल, बंद-बंद मत रह, खुल
डर मत, चालू रख हरकत
Baby, जब तक होता नहीं है सवेरा
डर किस बात का? सारा club तेरा
किसी की ना हिम्मत, बोले मेरे आगे
मेरा नाम चलता नही, भागे
...",Aastha Gill,0.000948,0.898,0.366,5nA9q840nwJN7oIyc5TmDc,0.0013,1,0.0605,-10.84,1,Kareja Kareja (feat. Aastha Gill),0.0797,95.011,https://api.spotify.com/v1/tracks/5nA9q840nwJN7oIyc5TmDc,0.0506
"कितना प्यारा है ये प्यार प्यारा-प्यारा
हुआ है पहली बार, होता है एक बार
फिर ना होगा ये दोबारा

अपने आँचल को भिगोती रह गई
अपने आँचल को भिगोती रह गई
कुछ ना कर पाई, मैं रोती रह हुई

हाए मेरा दिल चुराके ले गया
चुराने वाला मेरा क़ातिल

बातों ही बातों में धोखा दे गई
दिल मेरा वो मुस्कराकर ले गई

हाए मेरा दिल चुराके ले गई
चुराने वाली मेरी क़ातिल

मन मंदिर में दीप जलाना खेल नहीं
मन मंदिर में दीप जलाना खेल नहीं
पलकों पे कुछ ख़्वाब सजाना खेल नहीं
...",Alka Yagnik,0.379,0.643,0.43,6A5wFryRTfXaihsdLwA31C,1.34e-05,5,0.17,-11.978,0,"Hai Mera Dil (From ""Josh"")",0.0331,89.92,https://api.spotify.com/v1/tracks/6A5wFryRTfXaihsdLwA31C,0.565
"तुम्हीं देखो ना, ये क्या हो गया
तुम्हारा हूँ मैं और तुम मेरी
मैं हैरान हूँ, तुम्हें क्या कहूँ
कि दिन में हुई कैसे चाँदनी?

जागी-जागी सी है, फिर भी ख़्वाबों में है
खोई-खोई ज़िंदगी

तुम्हीं देखो ना, ये क्या हो गया
तुम्हारा हूँ मैं और तुम मेरी

बहके-बहके से मन, महके-महके से तन
उजली-उजली फ़िज़ाओं में हैं
आज हम हैं जहाँ, कितनी रंगीनियाँ
...",Alka Yagnik,0.572,0.525,0.448,2ILhVeTkbDAYEvesCCBsNo,1.51e-05,2,0.107,-10.365,0,Tumhi Dekho Naa,0.0391,81.131,https://api.spotify.com/v1/tracks/2ILhVeTkbDAYEvesCCBsNo,0.356
"कब से आए हैं तेरे दूल्हे राजा
अब देर ना कर, जल्दी आजा
कब से आए हैं तेरे दूल्हे राजा
अब देर ना कर, जल्दी आजा

तेरे घर आया, मैं आया तुझको लेने
दिल के बदले में दिल का नज़राना देने
तेरे घर आया, मैं आया तुझको लेने
दिल के बदले में दिल का नज़राना देने

मेरी हर धड़कन
क्या बोले है सुन, सुन, सुन, सुन

साजन जी घर आए, साजन जी घर आए
दुल्हन क्यूँ शरमाए? साजन जी घर आए

ऐ दिल, चलेगा अब ना कोई बहाना
गोरी को होगा अब साजन के घर जाना

माथे की बिंदिया
क्या बोले है सुन, सुन, सुन, सुन

साजन जी घर आए, साजन जी घर आए
दुल्हन क्यूँ शरमाए? साजन जी घर आए

दीवाने की चाल में, फँस गई मैं इस जाल में
...",Alka Yagnik,0.587,0.703,0.666,5yDC62x6y5vZc32PzULCeU,5.11e-06,7,0.0924,-8.901,0,Saajanji Ghar Aaye,0.0356,98.214,https://api.spotify.com/v1/tracks/5yDC62x6y5vZc32PzULCeU,0.943
"बन्नो की मेहँदी क्या कहना
(बन्नो का जोड़ा क्या कहना)
(बन्नो लगे है फूलों का गहना)

(बन्नो की आँखें कजरारी)
(बन्नो लगे सबसे प्यारी)
(बन्नो पे जाऊँ मैं वारी-वारी)

बन्नो की सहेली रेशम की डोरी
छुप-छुप के शरमाए, देखे चोरी-चोरी
बन्नो की सहेली रेशम की डोरी
छुप-छुप के शरमाए, देखे चोरी-चोरी

ये माने या ना माने, मैं तो इस पे मर गया
ये लड़की, हाए, अल्लाह (हाए-हाए, रे, अल्लाह)
ये लड़की, हाए, अल्लाह (हाए-हाए, रे, अल्लाह)

ਬਾਬੁਲ ਕੀ ਗਲੀਆਂ ਨਾ ਛੱਡ ਕੇ ਜਾਣਾ
पागल, दीवाना, इसको समझाना
ਬਾਬੁਲ ਕੀ ਗਲੀਆਂ ਨਾ ਛੱਡ ਕੇ ਜਾਣਾ
...",Alka Yagnik,0.419,0.646,0.908,0IYpKZhCeoXB85BslBg3q5,1.57e-06,11,0.381,-4.68,0,Yeh Ladka Hai Allah,0.0988,104.238,https://api.spotify.com/v1/tracks/0IYpKZhCeoXB85BslBg3q5,0.881
"टिप-टिप बरसा पानी...
टिप-टिप बरसा पानी, पानी ने आग लगाई
आग लगी दिल में तो दिल को तेरी याद आई
तेरी याद आई तो जल उठा मेरा भीगा बदन
अब तू ही बता, ओ, सजन, मैं क्या करूँ?

न-न-न-न-न-न-न-नाम तेरा मेरे लबों पर आया था
हो, नाम तेरा मेरे लबों पर आया था
...",Alka Yagnik,0.521,0.602,0.874,1oKo3a7YG86ERB2nlGTzz1,0.0313,5,0.113,-8.529,0,"Tip Tip Barsa Paani (From ""Mohra"")",0.0377,103.198,https://api.spotify.com/v1/tracks/1oKo3a7YG86ERB2nlGTzz1,0.691
"रघुपति राघव राजा राम
पतित पावन सीता राम
रघुपति राघव राजा राम
पतित पावन सीता राम
रघुपति राघव राजा राम
पतित पावन सीता राम
रघुपति राघव राजा राम, राजा राम, राजा राम
रघुपति राघव राजा राम, राजा राम, राजा राम
रघुपति राघव राजा राम
पतित पावन सीता राम
रघुपति राघव राजा राम
पतित पावन सीता राम
...",Alka Yagnik,0.571,0.623,0.734,307KPUfJ7GREExZZlzTRUc,5.39e-06,0,0.213,-12.254,0,Raghupati Raghav,0.0496,107.187,https://api.spotify.com/v1/tracks/307KPUfJ7GREExZZlzTRUc,0.874
"मेहँदी है रचने वाली हाथों में गहरी लाली
कहें सखियाँ, ""अब कलियाँ हाथों में खिलने वाली हैं
तेरे मन को, जीवन को नई ख़ुशियाँ मिलने वाली हैं""

मेहँदी है रचने वाली हाथों में गहरी लाली
कहें सखियाँ, ""अब कलियाँ हाथों में खिलने वाली हैं
तेरे मन को, जीवन को नई ख़ुशियाँ मिलने वाली हैं""

ओ, हरियाली-बन्नो, ले जाने तुझको, गुय्याँ
आने वाले हैं सय्याँ, थामेंगे आ के बय्याँ
गूँजेगी शहनाई अँगनाई-अँगनाई

मेहँदी है रचने वाली हाथों में गहरी लाली
...",Alka Yagnik,0.0984,0.793,0.468,0lCdndc8chDOcAQqfLvCyE,0.0,7,0.1,-7.677,0,Mehndi Hai Rachnewali,0.0582,82.017,https://api.spotify.com/v1/tracks/0lCdndc8chDOcAQqfLvCyE,0.871
"दिल ने ये कहा है दिल से
मोहब्बत हो गई है तुम से
दिल ने ये कहा है दिल से
मोहब्बत हो गई है तुम से

मेरी जान, मेरे दिलबर
मेरा ऐतबार कर लो
जितना बेकरार हूँ मैं
ख़ुद को बेकरार कर लो
मेरी धड़कनों को समझो
तुम भी मुझ से प्यार कर लो

दिल ने ये कहा है दिल से
मोहब्बत हो गई है तुम से

मेरी जान, मेरे दिलबर
मेरा ऐतबार कर लो
जितना बेकरार है दिल
ख़ुद को बेकरार कर लो
मेरी धड़कनों को समझो
...",Alka Yagnik,0.332,0.628,0.665,6jyIymhrFptrIXBjSyQ2HX,1.94e-06,7,0.238,-9.988,0,"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",0.0428,80.709,https://api.spotify.com/v1/tracks/6jyIymhrFptrIXBjSyQ2HX,0.731
"सूरज हुआ मद्धम, चाँद जलने लगा
आसमाँ ये, हाय, क्यूँ पिघलने लगा?

सूरज हुआ मद्धम, चाँद जलने लगा
आसमाँ ये, हाय, क्यूँ पिघलने लगा?

मैं ठहरा रहा, ज़मीं चलने लगी
धड़का ये दिल, साँस थमने लगी
हो, क्या ये मेरा पहला-पहला प्यार है?
सजना, क्या ये मेरा पहला-पहला प्यार है?

सूरज हुआ मद्धम, चाँद जलने लगा
आसमाँ ये, हाय, क्यूँ पिघलने लगा?

मैं ठहरी रही, ज़मीं चलने लगी
धड़का ये दिल, साँस थमने लगी
...",Alka Yagnik,0.329,0.633,0.691,2bTOQ3zfHVDEBX9ffy3JzR,0.000211,5,0.134,-5.851,1,"Suraj Hua Maddham (From ""Kabhi Khushi Kabhie Gham"")",0.0557,80.002,https://api.spotify.com/v1/tracks/2bTOQ3zfHVDEBX9ffy3JzR,0.57
"तुम को भी है खबर
मुझको भी है पता
हो रहा है जुदा
दोनो का रास्ता
दूर जाके भी मुझसे तुम मेरी यादों मैं रहना
कभी अलविदा ना कहना
कभी अलविदा ना कहना
कभी अलविदा ना कहना

तुम को भी है खबर
मुझको भी है पता
हो रहा है जुदा
दोनो का रास्ता
दूर जाके भी मुझसे तुम मेरी यादों मैं रहना
कभी अलविदा ना कहना
कभी अलविदा ना कहना
कभी अलविदा ना कहना
...",Alka Yagnik,0.752,0.365,0.407,4uXShFWajd1PTQzlW3P4jj,0.00129,5,0.212,-10.352,1,Kabhi Alvida Naa Kehna,0.0424,149.161,https://api.spotify.com/v1/tracks/4uXShFWajd1PTQzlW3P4jj,0.464
"बोलें चूड़ियाँ, बोले कंगना
ਹਾਏ, ਮੈਂ ਹੋ ਗਈ ਤੇਰੀ, ਸਾਜਣਾ
ਤੇਰੇ ਬਿਨ ਜੀਉ ਨਹੀਓਂ ਲਗਦਾ
ਮੈਂ ਤੇ ਮਰ ਗਈਆਂ

ਲੈਜਾ-ਲੈਜਾ, ਦਿਲ ਲੈਜਾ-ਲੈਜਾ
ਲੈਜਾ-ਲੈਜਾ, ਸੋਹਣੀਏ, ਲੈਜਾ-ਲੈਜਾ
ਲੈਜਾ-ਲੈਜਾ, ਦਿਲ ਲੈਜਾ-ਲੈਜਾ
ਲੈਜਾ-ਲੈਜਾ, ਸੋਹਣੀਏ, ਲੈਜਾ-ਲੈਜਾ

बोलें चूड़ियाँ, बोले कंगना
ਹਾਏ, ਮੈਂ ਹੋ ਗਈ ਤੇਰੀ, ਸਾਜਣਾ
बोलें चूड़ियाँ, बोले कंगना
ਹਾਏ, ਮੈਂ ਹੋ ਗਈ ਤੇਰੀ, ਸਾਜਣਾ
ਤੇਰੇ ਬਿਨ ਜੀਉ ਨਹੀਓਂ ਲਗਦਾ
ਮੈਂ ਤੇ ਮਰ ਗਈਆਂ

ਲੈਜਾ-ਲੈਜਾ, ਸੋਹਣੀਏ, ਲੈਜਾ-ਲੈਜਾ
ਦਿਲ ਲੈਜਾ-ਲੈਜਾ, ਹੋ

बोलें चूड़ियाँ, बोले कंगना
हाय, मैं हो गया तेरा, साजना
ਤੇਰੇ ਬਿਨ ਜੀਉ ਨਹੀਓਂ ਲਗਦਾ
ਮੈਂ ਤੇ ਮਰ ਜਾਵਾਂ

ਲੈਜਾ-ਲੈਜਾ, ਸੋਹਣੀਏ, ਲੈਜਾ-ਲੈਜਾ
ਦਿਲ ਲੈਜਾ-ਲੈਜਾ, ਹੋ

...",Alka Yagnik,0.45,0.59,0.875,1uzkWkIaWaxzHJgJ4Fy5rO,1.18e-05,5,0.164,-5.294,1,Bole Chudiyan,0.171,96.915,https://api.spotify.com/v1/tracks/1uzkWkIaWaxzHJgJ4Fy5rO,0.736
"दिल लगा लिया मैंने तुम से प्यार करके
तुम से प्यार करके, तुम से प्यार करके
दिल लगा लिया मैंने तुम से प्यार करके
तुम से प्यार करके, तुम से प्यार करके

दिल चुरा लिया मैंने इक़रार करके
इक़रार करके, इक़रार करके
दिल लगा लिया मैंने तुम से प्यार करके
तुम से प्यार करके, तुम से प्यार करके

...",Alka Yagnik,0.403,0.609,0.935,5thheALMKZqEl479BxqAnL,9.17e-05,0,0.311,-7.839,1,Dil Laga Liya Maine,0.0609,81.03,https://api.spotify.com/v1/tracks/5thheALMKZqEl479BxqAnL,0.917
"किसी रोज़ तुम से मुलाक़ात होगी

किसी रोज़ तुम से मुलाक़ात होगी
मेरी जान उस दिन मेरे साथ होगी
मगर कब ना जाने ये बरसात होगी
मेरा दिल है प्यासा, मेरा दिल अकेला

ज़रा तस्वीर से तू निकल के सामने आ मेरी महबूबा
मेरी तक़दीर है तू मचल के सामने आ मेरी महबूबा
मेरी महबूबा, मेरी महबूबा, मेरी महबूबा
मेरी महबूबा, मेरी महबूबा
ज़रा तस्वीर से तू निकल के सामने आ मेरी महबूबा

Ob-la-di-di-di, ob-la-da-da-da
Ob-la-doo-doo-doo, what to do?
(Ob-la-di-di-di, ob-la-da-da-da)
(Ob-la-doo-doo-doo, we love you)

नहीं याद कब से, मगर मैं हूँ जब से
मेरे दिल में तेरी मोहब्बत है तब से
...",Alka Yagnik,0.0929,0.589,0.435,3CVsfCGtVJGLH9UQMKmBMC,0.0,0,0.0677,-14.767,1,Meri Mehbooba,0.156,81.9,https://api.spotify.com/v1/tracks/3CVsfCGtVJGLH9UQMKmBMC,0.595
"ਦਿਲ ਯੇ ਬੇਚੈਨ ਵੇ, ਰਸਤੇ ਪੇ ਨੈਨ ਵੇ
ਦਿਲ ਯੇ ਬੇਚੈਨ ਵੇ, ਰਸਤੇ ਪੇ ਨੈਨ ਵੇ
ਜਿੰਦੜੀ ਬੇਹਾਲ ਹੈ, ਸੁਰ ਹੈ, ਨਾ ਤਾਲ ਹੈ
आजा साँवरिया, आ, आ, आ, आ

ताल से ताल मिला, हो
ताल से ताल मिला

ਦਿਲ ਯੇ ਬੇਚੈਨ ਵੇ, ਰਸਤੇ ਪੇ ਨੈਨ ਵੇ
ਜਿੰਦੜੀ ਬੇਹਾਲ ਹੈ, ਸੁਰ ਹੈ, ਨਾ ਤਾਲ ਹੈ
आजा साँवरिया, आ, आ, आ, आ

ताल से ताल मिला, ओ
ताल से ताल मिला

सावन ने आज तो मुझको भिगो दिया
हाय, मेरी लाज ने मुझको डुबो दिया
सावन ने आज तो मुझको भिगो दिया
...",Alka Yagnik,0.0176,0.692,0.652,2lHRIrvLHllVMkSZZq6ndy,0.000367,7,0.0313,-11.002,1,Taal Se Taal,0.0794,95.011,https://api.spotify.com/v1/tracks/2lHRIrvLHllVMkSZZq6ndy,0.511
"कुछ तो हुआ है कुछ हो गया है
कुछ तो हुआ है कुछ हो गया है

कुछ तो हुआ है कुछ हो गया है
कुछ तो हुआ है कुछ हो गया है
दो चार दिन से लगता है जैसे
सब कुछ अलग है सब कुछ नया है
कुछ तो हुआ है कुछ हो गया है

चीज़ें में रख के
भूल जाती हूँ
बेखयाली में गुनगुनाती हूँ
अब अकेले में मुस्कुराती हूँ
बदली हुई सी मेरी अदा है
कुछ तो हुआ है कुछ हो गया है

...",Alka Yagnik,0.128,0.674,0.661,0Kd2IhGYGYrOATgOOnDBzI,2.03e-05,7,0.283,-7.973,1,Kuch To Hua Hai,0.0618,95.967,https://api.spotify.com/v1/tracks/0Kd2IhGYGYrOATgOOnDBzI,0.458
"नींद चुराई मेरी किसने, ओ, सनम? तूने
हो, चैन चुराया मेरा किसने, ओ, सनम? तूने
हो, दिल में मेरे रहने वाली कौन है? तू है, तू है

हो, नींद चुराई मेरी किसने, ओ, सनम? तूने
हाँ, चैन चुराया मेरा किसने, ओ, सनम? तूने
हो, दिल में मेरे रहने वाला कौन है? तू है, तू है
हो, चैन चुराया मेरा किसने, ओ, सनम? तूने
हाँ, चैन चुराया मेरा किसने, ओ, सनम? तूने, तूने, हो

क्या मतलब है? क्यूँ तू आगे-पीछे है?
...",Alka Yagnik,0.118,0.774,0.934,2oVJZVH1hlxP3MxyDFRSEb,0.00284,5,0.0897,-6.422,1,Neend Churayee Meri,0.0516,105.968,https://api.spotify.com/v1/tracks/2oVJZVH1hlxP3MxyDFRSEb,0.882
"लड़की बड़ी अनजानी है
सपना है, सच है, कहानी है
देखो, ये पगली बिल्कुल ना बदली
ये तो वही दीवानी है

लड़का बड़ा अनजाना है
सपना है, सच है, फ़साना है
हाँ-हाँ, ये पगला बिल्कुल ना बदला
ये तो वही दीवाना है

पास रह के भी थी दूरी
जाने कैसे थी मजबूरी
वक़्त वो भी अजीब था
जब तू मेरे क़रीब था
...",Alka Yagnik,0.522,0.637,0.774,6f3C6rJo7zvmfr1h5SRvxg,0.0001,7,0.0901,-9.327,1,Ladki Badi Anjani Hai,0.056,121.108,https://api.spotify.com/v1/tracks/6f3C6rJo7zvmfr1h5SRvxg,0.731
"रब्बा मेरे इश्क किसी को ऐसे ना तड़पाए होय
दिल की बात रहे इस दिल मे होठो तक ना आए

तुझे याद ना मेरी आई किसी से अब क्या केहना
तुझे याद ना मेरी आई किसी से अब क्या केहना
दिल रोया की अख भर आई
दिल रोया की अख भर आई
किसी से अब क्या केहना
तुझे याद ना मेरी आई किसी से अब क्या केहना
तुझे याद ना मेरी आई किसी से अब क्या केहना
दिल रोया की अख भर आई
दिल रोया की अख भर आई
किसी से अब क्या केहना
तुझे याद ना मेरी आई किसी से अब क्या केहना
तुझे याद ना मेरी आई किसी से अब क्या केहना

तुझे हर खुशी दे दी

...",Alka Yagnik,0.625,0.507,0.568,2UtsLJy1O0OFkCgjJGPGfe,5.98e-05,2,0.069,-10.229,1,Tujhe Yaad Na Meri Aayee,0.0483,154.883,https://api.spotify.com/v1/tracks/2UtsLJy1O0OFkCgjJGPGfe,0.781
"कोई मिल गया
काई मिल गया
काई मिल गया

मुझको क्या हुआ है?
क्यूं मैं खो गया हूँ?
पागल था मैं पहले, या अब हो गया हूँ
बहकी है निगाहें और बिखरे हैं बाल
तुमने बनाया है क्या अपना ये हाल

कोई मिल गया, कोई मिल गया
मेरा दिल गया, मेरा दिल गया
क्या बताऊं यारों, क्या बताऊँ यारों
मैं तो हिल गया, मैं तो हिल गया
कोई मिल गया
मिल ही गया, मिल गया
हे, मिल गया, मिल गया

मुझको क्या हुआ है?
अरे क्यों मैं खो गया हूँ?
हे, पागल था मैं पहले
या अब हो गया हूँ
बहकी है निगाहें ओर बिखरे हैं बाल
तुमने बनाया है क्या अपना ये हाल

कोई मिल गया, काई मिल गया
मेरा दिल गया, मेरा दिल गया
क्या बताऊं यारों, क्या बताऊँ यारों
हो, मैं तो हिल गया, मैं तो हिल गया
...",Alka Yagnik,0.503,0.7,0.687,5L9fLNHSj5SuGvJRljdWJb,1.2e-05,2,0.057,-9.292,1,Koi Mil Gaya,0.0504,136.028,https://api.spotify.com/v1/tracks/5L9fLNHSj5SuGvJRljdWJb,0.815
